Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3470 001,13-Oct-20,Tuesday,18,Visa,CVC,£24,Online,Children,Russia,Russia,Russia,M,45.5,Barclays,0
#2932 854,13-Oct-20,Tuesday,21,MasterCard,PIN,£265,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,53.2,Barlcays,0
#2834 594,14-Oct-20,Wednesday,20,Visa,PIN,£345,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,30.0,RBS,0
#3392 426,14-Oct-20,Wednesday,5,MasterCard,CVC,£30,Online,Gaming,India,India,United Kingdom,M,41.7,Monzo,1
#3133 958,14-Oct-20,Wednesday,9,Visa,PIN,£15,ATM,Children,China,United Kingdom,China,M,39.9,HSBC,0
#2577 149,14-Oct-20,Wednesday,3,Visa,PIN,£13,ATM,Fashion,United Kingdom,India,United Kingdom,F,36.1,RBS,1
#2945 806,13-Oct-20,Tuesday,12,MasterCard,CVC,£93,Online,Gaming,China,China,China,M,44.8,Lloyds,0
#3334 224,14-Oct-20,Wednesday,8,MasterCard,CVC,£30,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,63.6,Monzo,0
#3026 864,13-Oct-20,Tuesday,9,Visa,PIN,£60,ATM,Products,Russia,Russia,Russia,M,46.0,Barclays,0
#3646 497,13-Oct-20,Tuesday,16,Visa,CVC,£310,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,33.8,Barlcays,0
#2697 332,14-Oct-20,Wednesday,8,MasterCard,PIN,£20,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,43.9,Barclays,0
#3115 196,14-Oct-20,Wednesday,4,Visa,Tap,£25,POS,Children,United Kingdom,USA,United Kingdom,M,32.3,Barclays,1
#3654 963,13-Oct-20,Tuesday,16,Visa,CVC,£29,Online,Gaming,Russia,Russia,Russia,M,34.9,Barclays,0
#2554 526,14-Oct-20,Wednesday,17,MasterCard,CVC,£9,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,37.9,Barclays,0
#3316 953,14-Oct-20,Wednesday,8,MasterCard,PIN,£245,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,37.5,Halifax,0
#3531 743,13-Oct-20,Tuesday,19,Visa,PIN,£28,ATM,Restaurant,India,India,India,M,51.1,Halifax,0
#2758 207,13-Oct-20,Tuesday,13,MasterCard,CVC,£8,Online,Children,United Kingdom,China,United Kingdom,M,43.8,Barclays,1
#2780 038,13-Oct-20,Tuesday,16,Visa,PIN,£22,ATM,Entertainment,India,India,United Kingdom,F,34.0,HSBC,1
#2670 970,13-Oct-20,Tuesday,9,Visa,Tap,£17,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,55.2,Halifax,0
#2778 263,13-Oct-20,Tuesday,20,Visa,PIN,£208,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,57.1,Barclays,0
#2711 055,13-Oct-20,Tuesday,17,Visa,PIN,£13,ATM,Children,Russia,Russia,Russia,F,25.2,Barlcays,0
#3520 796,14-Oct-20,Wednesday,6,MasterCard,CVC,£19,Online,Food,USA,USA,United Kingdom,M,41.8,Lloyds,1
#3024 914,13-Oct-20,Tuesday,16,Visa,PIN,£16,ATM,Subscription,United Kingdom,USA,United Kingdom,M,55.8,Metro,1
#3424 534,14-Oct-20,Wednesday,10,MasterCard,PIN,£17,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,39.3,HSBC,0
#3560 422,14-Oct-20,Wednesday,11,MasterCard,Tap,£25,POS,Gaming,Russia,Russia,United Kingdom,M,29.7,Halifax,1
#3007 528,14-Oct-20,Wednesday,10,Visa,PIN,£128,POS,Fashion,India,India,India,F,49.4,Barclays,0
#3417 171,14-Oct-20,Wednesday,9,Visa,PIN,£21,ATM,Services,USA,USA,United Kingdom,F,41.9,HSBC,1
#3129 454,14-Oct-20,Wednesday,21,Visa,CVC,£5,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,41.8,Barclays,0
#3622 927,13-Oct-20,Tuesday,14,Visa,PIN,£17,ATM,Fashion,USA,USA,United Kingdom,F,54.2,HSBC,1
#2593 803,13-Oct-20,Tuesday,2,MasterCard,CVC,£6,Online,Children,United Kingdom,India,United Kingdom,M,37.5,Halifax,1
#3436 417,13-Oct-20,Tuesday,14,Visa,CVC,£359,Online,Products,India,India,India,F,54.0,Metro,0
#3538 543,14-Oct-20,Wednesday,10,Visa,PIN,£8,ATM,Services,USA,USA,United Kingdom,M,27.7,Metro,1
#3198 300,14-Oct-20,Wednesday,3,Visa,CVC,£327,Online,Fashion,Russia,Russia,United Kingdom,F,46.4,Halifax,1
#3356 663,13-Oct-20,Tuesday,22,MasterCard,CVC,£15,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,55.2,Metro,0
#2591 896,14-Oct-20,Wednesday,11,Visa,CVC,£316,Online,Products,China,China,China,F,32.3,Barclays,0
#2965 289,13-Oct-20,Tuesday,8,Visa,CVC,£6,Online,Subscription,China,China,United Kingdom,M,51.1,Barclays,1
#3608 482,13-Oct-20,Tuesday,0,Visa,PIN,£82,POS,Children,Russia,Russia,United Kingdom,F,37.4,Barclays,1
#3319 281,13-Oct-20,Tuesday,7,Visa,CVC,£54,Online,Gaming,USA,USA,United Kingdom,M,32.8,Halifax,1
#2919 766,13-Oct-20,Tuesday,8,Visa,CVC,£354,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,54.8,Barclays,0
#2617 399,14-Oct-20,Wednesday,13,Visa,Tap,£7,POS,Food,United Kingdom,Russia,United Kingdom,F,63.7,Metro,1
#3567 603,14-Oct-20,Wednesday,10,MasterCard,CVC,£271,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,51.3,Barclays,0
#3135 049,13-Oct-20,Tuesday,21,MasterCard,PIN,£251,ATM,Services,USA,USA,USA,M,43.0,Barclays,0
#2833 099,13-Oct-20,Tuesday,22,Visa,PIN,£229,ATM,Children,China,China,United Kingdom,M,49.4,Metro,1
#2830 045,13-Oct-20,Tuesday,22,Visa,Tap,£16,POS,Entertainment,China,China,United Kingdom,F,40.5,Barclays,1
#3597 136,14-Oct-20,Wednesday,0,MasterCard,CVC,£282,Online,Subscription,Russia,Russia,United Kingdom,M,45.6,Barclays,1
#3548 461,13-Oct-20,Tuesday,8,MasterCard,PIN,£93,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,49.1,Lloyds,0
#2959 834,13-Oct-20,Tuesday,23,Visa,PIN,£304,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,46.8,RBS,0
#2699 855,13-Oct-20,Tuesday,16,Visa,CVC,£10,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,44.9,Barlcays,0
#3328 112,14-Oct-20,Wednesday,10,MasterCard,PIN,£6,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,56.6,Monzo,0
#3568 690,13-Oct-20,Tuesday,20,Visa,Tap,£12,POS,Fashion,Russia,Russia,United Kingdom,M,61.8,RBS,1
#2931 783,13-Oct-20,Tuesday,17,MasterCard,CVC,£11,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,32.8,Monzo,0
#2876 656,13-Oct-20,Tuesday,23,Visa,CVC,£13,Online,Restaurant,Russia,Russia,Russia,M,39.3,Monzo,0
#2914 293,13-Oct-20,Tuesday,9,Visa,CVC,£284,Online,Children,Russia,Russia,Russia,F,48.1,Barclays,0
#3370 977,13-Oct-20,Tuesday,13,Visa,PIN,£20,ATM,Fashion,USA,USA,United Kingdom,M,36.4,Lloyds,1
#3131 596,13-Oct-20,Tuesday,21,Visa,CVC,£16,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,39.3,Barclays,0
#3422 499,13-Oct-20,Tuesday,9,Visa,CVC,£182,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,54.6,Barlcays,0
#3403 011,13-Oct-20,Tuesday,0,Visa,PIN,£21,ATM,Fashion,United Kingdom,India,United Kingdom,M,47.8,Barclays,1
#2962 780,13-Oct-20,Tuesday,6,Visa,CVC,£30,Online,Electronics,United Kingdom,China,United Kingdom,F,25.6,Barclays,1
#3541 640,14-Oct-20,Wednesday,17,Visa,CVC,£16,Online,Gaming,Russia,Russia,United Kingdom,M,43.8,HSBC,1
#3187 303,14-Oct-20,Wednesday,19,Visa,CVC,£19,Online,Gaming,United Kingdom,USA,United Kingdom,M,47.2,Monzo,1
#3619 791,14-Oct-20,Wednesday,6,MasterCard,CVC,£7,Online,Food,Russia,Russia,United Kingdom,M,51.8,Lloyds,1
#3554 621,13-Oct-20,Tuesday,17,Visa,Tap,£19,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,41.2,Barclays,0
#3454 476,13-Oct-20,Tuesday,21,Visa,PIN,£252,POS,Children,United Kingdom,China,United Kingdom,M,35.2,Barclays,1
#3222 751,14-Oct-20,Wednesday,21,MasterCard,CVC,£15,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,49.0,Lloyds,0
#2857 156,14-Oct-20,Wednesday,18,Visa,PIN,£321,POS,Food,Russia,Russia,United Kingdom,M,38.4,Lloyds,0
#3179 836,14-Oct-20,Wednesday,18,Visa,CVC,£19,Online,Entertainment,India,India,United Kingdom,F,38.3,Barlcays,1
#2894 807,14-Oct-20,Wednesday,17,Visa,Tap,£25,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,27.6,HSBC,0
#2888 493,13-Oct-20,Tuesday,7,MasterCard,Tap,£20,POS,Products,USA,USA,United Kingdom,M,38.5,Halifax,1
#3308 537,13-Oct-20,Tuesday,3,MasterCard,CVC,£6,Online,Restaurant,Russia,Russia,United Kingdom,F,55.8,Barclays,1
#3538 716,14-Oct-20,Wednesday,21,MasterCard,Tap,£22,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,27.5,Metro,0
#2777 935,14-Oct-20,Wednesday,11,Visa,Tap,£25,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,46.3,Barclays,0
#3209 628,14-Oct-20,Wednesday,7,MasterCard,CVC,£15,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,61.7,Metro,0
#3066 499,14-Oct-20,Wednesday,10,Visa,PIN,£17,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,36.0,Barlcays,0
#3535 480,14-Oct-20,Wednesday,19,MasterCard,PIN,£380,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,56.2,Barlcays,0
#2740 222,14-Oct-20,Wednesday,11,Visa,CVC,£26,Online,Food,India,India,United Kingdom,F,39.5,RBS,1
#2972 161,13-Oct-20,Tuesday,9,Visa,CVC,£28,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,50.8,Barclays,0
#2707 107,13-Oct-20,Tuesday,12,Visa,CVC,£11,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,34.8,HSBC,0
#2792 637,13-Oct-20,Tuesday,13,Visa,Tap,£8,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,59.5,Barclays,0
#3534 419,14-Oct-20,Wednesday,16,Visa,CVC,£17,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,30.1,Barclays,0
#3380 565,13-Oct-20,Tuesday,19,Visa,PIN,£200,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.7,Metro,0
#3588 557,14-Oct-20,Wednesday,17,MasterCard,CVC,£27,Online,Electronics,United Kingdom,Russia,United Kingdom,M,53.3,Barlcays,0
#3518 122,13-Oct-20,Tuesday,22,Visa,CVC,£17,Online,Fashion,Russia,Russia,United Kingdom,F,51.2,Barclays,1
#2853 200,13-Oct-20,Tuesday,6,MasterCard,CVC,£8,Online,Electronics,India,India,United Kingdom,M,60.4,Barclays,1
#3145 847,13-Oct-20,Tuesday,20,Visa,PIN,£14,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,52.0,Barclays,0
#3048 371,14-Oct-20,Wednesday,18,MasterCard,PIN,£366,POS,Subscription,USA,USA,United Kingdom,F,47.9,RBS,0
#2674 359,14-Oct-20,Wednesday,8,Visa,PIN,£44,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,43.6,Barclays,0
#2690 700,14-Oct-20,Wednesday,7,Visa,PIN,£379,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.7,Barclays,0
#2632 867,14-Oct-20,Wednesday,6,Visa,PIN,£11,ATM,Subscription,Russia,Russia,United Kingdom,F,53.3,Barclays,1
#3203 982,14-Oct-20,Wednesday,4,Visa,PIN,£378,POS,Services,Russia,Russia,United Kingdom,M,46.5,Barlcays,1
#2693 929,13-Oct-20,Tuesday,21,MasterCard,CVC,£26,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,30.5,Monzo,0
#3646 487,14-Oct-20,Wednesday,0,Visa,Tap,£20,POS,Children,India,India,United Kingdom,F,40.5,Monzo,1
#3610 516,13-Oct-20,Tuesday,22,MasterCard,CVC,£14,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,38.3,Lloyds,0
#3275 823,13-Oct-20,Tuesday,13,MasterCard,Tap,£23,POS,Food,United Kingdom,USA,United Kingdom,F,40.3,Barlcays,0
#2943 750,14-Oct-20,Wednesday,13,MasterCard,PIN,£271,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,41.5,Monzo,0
#2857 201,14-Oct-20,Wednesday,2,MasterCard,CVC,£6,Online,Fashion,China,China,United Kingdom,F,58.9,HSBC,1
#2931 692,13-Oct-20,Tuesday,16,MasterCard,Tap,£17,POS,Electronics,China,China,China,M,41.3,Lloyds,0
#3003 938,13-Oct-20,Tuesday,10,Visa,CVC,£230,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.9,Barclays,0
#2831 094,13-Oct-20,Tuesday,8,Visa,PIN,£168,ATM,Products,China,China,United Kingdom,M,46.8,RBS,0
#3501 355,14-Oct-20,Wednesday,20,Visa,PIN,£29,ATM,Entertainment,India,India,United Kingdom,M,58.8,RBS,1
#3682 609,13-Oct-20,Tuesday,8,Visa,PIN,£257,ATM,Food,USA,USA,USA,F,36.6,Barclays,0
#3210 876,14-Oct-20,Wednesday,9,Visa,CVC,£20,Online,Food,India,India,United Kingdom,F,66.7,HSBC,1
#2807 339,13-Oct-20,Tuesday,7,MasterCard,PIN,£381,POS,Children,USA,United Kingdom,USA,F,41.8,Metro,0
#3295 182,13-Oct-20,Tuesday,10,Visa,CVC,£321,Online,Electronics,China,China,United Kingdom,M,54.2,RBS,1
#2671 935,14-Oct-20,Wednesday,23,Visa,PIN,£355,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,34.7,Monzo,0
#2748 546,14-Oct-20,Wednesday,7,Visa,CVC,£47,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,50.5,HSBC,0
#2968 256,13-Oct-20,Tuesday,18,MasterCard,PIN,£17,ATM,Gaming,China,China,China,F,34.2,HSBC,0
#2965 715,14-Oct-20,Wednesday,2,Visa,Tap,£23,POS,Entertainment,Russia,United Kingdom,Russia,M,58.0,Monzo,1
#2600 996,13-Oct-20,Tuesday,6,MasterCard,PIN,£21,ATM,Food,Russia,Russia,United Kingdom,M,47.2,Monzo,1
#2764 903,13-Oct-20,Tuesday,18,Visa,PIN,£29,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,35.9,HSBC,0
#3531 500,13-Oct-20,Tuesday,17,MasterCard,CVC,£19,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,29.6,RBS,0
#3647 473,13-Oct-20,Tuesday,22,MasterCard,CVC,£30,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,43.7,Metro,0
#3628 611,14-Oct-20,Wednesday,0,MasterCard,CVC,£21,Online,Gaming,United Kingdom,USA,United Kingdom,M,25.4,Lloyds,1
#2756 966,14-Oct-20,Wednesday,11,Visa,PIN,£170,POS,Entertainment,USA,USA,United Kingdom,F,29.2,Barclays,0
#3041 157,14-Oct-20,Wednesday,16,Visa,Tap,£28,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,32.6,Monzo,0
#3584 816,14-Oct-20,Wednesday,3,MasterCard,CVC,£82,Online,Products,Russia,Russia,United Kingdom,M,55.6,HSBC,1
#2827 581,14-Oct-20,Wednesday,20,MasterCard,PIN,£150,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,46.2,Barclays,0
#3454 108,14-Oct-20,Wednesday,4,MasterCard,CVC,£12,Online,Subscription,USA,USA,United Kingdom,M,50.9,Barlcays,1
#3355 383,13-Oct-20,Tuesday,22,MasterCard,PIN,£27,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,49.8,RBS,0
#3170 750,14-Oct-20,Wednesday,9,Visa,CVC,£60,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,30.3,Monzo,0
#3257 266,14-Oct-20,Wednesday,8,Visa,CVC,£77,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,56.7,Monzo,0
#2835 171,14-Oct-20,Wednesday,6,MasterCard,Tap,£26,POS,Products,USA,USA,United Kingdom,M,46.0,Metro,1
#2897 548,14-Oct-20,Wednesday,22,MasterCard,Tap,£18,POS,Fashion,China,China,United Kingdom,F,57.1,Lloyds,1
#2775 380,13-Oct-20,Tuesday,11,Visa,PIN,£55,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,49.6,Barclays,0
#2940 225,14-Oct-20,Wednesday,19,Visa,Tap,£16,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,38.1,Lloyds,0
#3191 871,14-Oct-20,Wednesday,6,Visa,Tap,£13,POS,Electronics,India,India,United Kingdom,M,58.4,Barlcays,1
#3618 964,13-Oct-20,Tuesday,3,Visa,Tap,£25,POS,Services,Russia,Russia,United Kingdom,F,36.4,Monzo,1
#2988 488,13-Oct-20,Tuesday,18,Visa,Tap,£22,POS,Restaurant,China,China,United Kingdom,M,45.4,Halifax,1
#3312 404,14-Oct-20,Wednesday,0,MasterCard,Tap,£12,POS,Subscription,India,India,United Kingdom,M,34.8,Halifax,1
#3612 713,13-Oct-20,Tuesday,10,Visa,PIN,£354,POS,Restaurant,Russia,Russia,Russia,M,41.3,RBS,0
#3586 163,14-Oct-20,Wednesday,13,Visa,CVC,£17,Online,Fashion,India,India,United Kingdom,M,63.4,RBS,1
#2939 599,13-Oct-20,Tuesday,8,MasterCard,PIN,£23,ATM,Entertainment,India,India,United Kingdom,M,66.1,Barclays,1
#2839 114,14-Oct-20,Wednesday,15,MasterCard,CVC,£15,Online,Subscription,United Kingdom,Russia,United Kingdom,F,34.3,RBS,1
#3669 866,14-Oct-20,Wednesday,13,Visa,PIN,£12,ATM,Entertainment,Russia,United Kingdom,Russia,F,62.8,Barclays,0
#3505 248,13-Oct-20,Tuesday,22,Visa,PIN,£259,ATM,Fashion,India,India,India,F,41.1,Barlcays,0
#2591 589,13-Oct-20,Tuesday,17,Visa,Tap,£27,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,31.2,Monzo,0
#2630 192,13-Oct-20,Tuesday,10,Visa,CVC,£29,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,30.6,Barclays,0
#2925 506,13-Oct-20,Tuesday,21,Visa,CVC,£10,Online,Gaming,United Kingdom,China,United Kingdom,F,42.3,Barclays,1
#2671 834,14-Oct-20,Wednesday,8,MasterCard,CVC,£307,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,55.8,Monzo,0
#2871 895,14-Oct-20,Wednesday,17,Visa,PIN,£27,ATM,Products,India,India,United Kingdom,M,24.6,HSBC,1
#3064 116,13-Oct-20,Tuesday,2,Visa,CVC,£6,Online,Gaming,China,China,United Kingdom,F,30.7,Monzo,1
#3337 846,14-Oct-20,Wednesday,8,MasterCard,Tap,£30,POS,Fashion,Russia,Russia,United Kingdom,F,62.5,Barclays,0
#3554 447,13-Oct-20,Tuesday,18,Visa,CVC,£238,Online,Children,United Kingdom,India,United Kingdom,M,52.1,Metro,0
#2978 942,14-Oct-20,Wednesday,21,MasterCard,CVC,£94,Online,Restaurant,China,China,United Kingdom,F,26.8,Lloyds,0
#3246 072,13-Oct-20,Tuesday,14,Visa,Tap,£14,POS,Services,China,China,United Kingdom,F,40.5,Barclays,1
#3500 751,14-Oct-20,Wednesday,15,Visa,PIN,£28,ATM,Subscription,United Kingdom,India,United Kingdom,M,57.0,Barclays,0
#3416 167,13-Oct-20,Tuesday,6,MasterCard,CVC,£198,Online,Children,India,India,United Kingdom,M,50.3,Barclays,1
#2835 154,14-Oct-20,Wednesday,18,Visa,CVC,£18,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,32.4,Barclays,0
#2873 653,14-Oct-20,Wednesday,19,MasterCard,PIN,£306,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,35.7,Barclays,0
#2632 677,14-Oct-20,Wednesday,4,Visa,PIN,£21,ATM,Food,India,India,United Kingdom,M,47.2,Barclays,1
#2840 268,13-Oct-20,Tuesday,10,Visa,PIN,£21,ATM,Services,USA,USA,USA,M,36.7,Barclays,0
#3582 886,13-Oct-20,Tuesday,7,Visa,PIN,£299,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,41.7,HSBC,0
#3267 504,13-Oct-20,Tuesday,11,Visa,CVC,£30,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,41.0,HSBC,0
#3554 779,13-Oct-20,Tuesday,17,MasterCard,PIN,£5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.5,HSBC,0
#2858 527,13-Oct-20,Tuesday,12,Visa,PIN,£394,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,51.8,HSBC,0
#2828 991,13-Oct-20,Tuesday,23,MasterCard,PIN,£191,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,41.2,Halifax,0
#2810 755,13-Oct-20,Tuesday,2,Visa,CVC,£27,Online,Entertainment,Russia,Russia,United Kingdom,F,53.0,Barclays,1
#3135 844,13-Oct-20,Tuesday,0,MasterCard,PIN,£22,ATM,Subscription,India,India,United Kingdom,M,65.2,Barclays,1
#3395 491,14-Oct-20,Wednesday,22,MasterCard,PIN,£45,POS,Entertainment,Russia,Russia,Russia,F,24.2,HSBC,0
#2954 317,13-Oct-20,Tuesday,21,MasterCard,PIN,£392,ATM,Subscription,USA,USA,United Kingdom,M,39.9,Barclays,1
#3122 446,13-Oct-20,Tuesday,15,MasterCard,PIN,£283,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45.2,Barclays,0
#3123 734,13-Oct-20,Tuesday,23,MasterCard,PIN,£13,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,32.9,RBS,0
#2730 690,13-Oct-20,Tuesday,8,MasterCard,CVC,£14,Online,Products,USA,USA,United Kingdom,M,56.0,Lloyds,1
#3629 717,14-Oct-20,Wednesday,18,Visa,PIN,£396,ATM,Restaurant,India,India,United Kingdom,M,31.2,HSBC,0
#3685 928,14-Oct-20,Wednesday,18,Visa,CVC,£17,Online,Services,Russia,Russia,Russia,F,36.2,RBS,0
#2712 303,13-Oct-20,Tuesday,14,Visa,Tap,£9,POS,Subscription,USA,USA,USA,M,47.3,Barclays,0
#2914 931,14-Oct-20,Wednesday,20,Visa,Tap,£28,POS,Gaming,Russia,Russia,Russia,M,56.1,Barlcays,0
#3030 374,14-Oct-20,Wednesday,17,Visa,PIN,£347,ATM,Services,USA,USA,United Kingdom,M,29.7,Halifax,0
#2880 594,13-Oct-20,Tuesday,20,MasterCard,CVC,£111,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,44.9,Metro,0
#2717 906,13-Oct-20,Tuesday,3,Visa,CVC,£13,Online,Services,USA,USA,United Kingdom,M,29.5,Halifax,1
#3193 497,14-Oct-20,Wednesday,15,Visa,PIN,£22,ATM,Electronics,USA,USA,United Kingdom,M,49.6,Barlcays,1
#3345 741,14-Oct-20,Wednesday,1,Visa,PIN,£272,ATM,Fashion,India,India,United Kingdom,F,66.9,Halifax,1
#3578 099,13-Oct-20,Tuesday,7,Visa,Tap,£9,POS,Services,United Kingdom,USA,United Kingdom,M,32.6,Barclays,1
#3171 161,13-Oct-20,Tuesday,14,MasterCard,Tap,£30,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,22.7,Barclays,0
#2711 154,13-Oct-20,Tuesday,6,MasterCard,Tap,£21,POS,Fashion,USA,United Kingdom,USA,F,32.5,Monzo,1
#2783 896,13-Oct-20,Tuesday,13,MasterCard,Tap,£16,POS,Gaming,Russia,Russia,United Kingdom,M,56.3,Barlcays,1
#3153 955,13-Oct-20,Tuesday,21,MasterCard,CVC,£355,Online,Fashion,Russia,Russia,United Kingdom,M,51.8,Monzo,1
#3116 841,14-Oct-20,Wednesday,13,Visa,PIN,£16,ATM,Gaming,Russia,Russia,Russia,M,49.5,Barlcays,0
#3288 628,14-Oct-20,Wednesday,10,MasterCard,PIN,£5,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,25.9,Halifax,0
#3649 199,14-Oct-20,Wednesday,18,MasterCard,Tap,£27,POS,Entertainment,India,India,United Kingdom,M,35.7,Halifax,1
#3020 799,13-Oct-20,Tuesday,10,Visa,PIN,£27,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,42.7,Barclays,0
#3659 326,14-Oct-20,Wednesday,12,MasterCard,Tap,£29,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60.6,Metro,0
#2837 843,14-Oct-20,Wednesday,13,MasterCard,CVC,£20,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,44.9,HSBC,0
#3007 466,13-Oct-20,Tuesday,3,Visa,Tap,£29,POS,Fashion,Russia,Russia,United Kingdom,F,48.6,Metro,1
#3391 370,14-Oct-20,Wednesday,7,Visa,CVC,£79,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,54.6,Barclays,0
#3172 909,13-Oct-20,Tuesday,9,Visa,Tap,£16,POS,Services,Russia,Russia,United Kingdom,M,50.8,Barclays,1
#3222 848,13-Oct-20,Tuesday,17,Visa,CVC,£16,Online,Electronics,Russia,Russia,Russia,M,46.3,HSBC,0
#3216 088,13-Oct-20,Tuesday,0,MasterCard,CVC,£137,Online,Electronics,United Kingdom,Russia,United Kingdom,M,34.8,Barclays,1
#3025 676,14-Oct-20,Wednesday,9,Visa,PIN,£138,ATM,Entertainment,USA,USA,USA,F,47.3,HSBC,0
#2996 905,13-Oct-20,Tuesday,23,Visa,PIN,£211,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,34.0,Halifax,0
#3651 516,13-Oct-20,Tuesday,3,Visa,PIN,£300,ATM,Electronics,Russia,Russia,United Kingdom,M,48.0,Metro,1
#3452 691,14-Oct-20,Wednesday,21,MasterCard,CVC,£26,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,37.2,Lloyds,0
#2851 124,13-Oct-20,Tuesday,9,MasterCard,PIN,£8,ATM,Gaming,China,United Kingdom,China,M,41.1,RBS,0
#3065 883,14-Oct-20,Wednesday,20,Visa,PIN,£256,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,43.8,Barlcays,0
#3146 509,14-Oct-20,Wednesday,15,MasterCard,PIN,£12,ATM,Electronics,India,India,United Kingdom,F,50.5,Halifax,1
#3112 290,13-Oct-20,Tuesday,2,Visa,CVC,£7,Online,Electronics,Russia,Russia,United Kingdom,F,21.8,Lloyds,1
#2709 811,13-Oct-20,Tuesday,18,MasterCard,CVC,£30,Online,Fashion,India,India,United Kingdom,F,37.3,RBS,1
#3462 547,13-Oct-20,Tuesday,23,MasterCard,CVC,£395,Online,Products,Russia,Russia,United Kingdom,M,61.9,Barclays,1
